ИМЕЮЩИЕ <= 10% ПРОГРЕССА
(Не имеющие возможности закрытся в течениии дня без 'читерства')


ВСЕГО: 1526 

     ID  Username  Progress
3049690 User_1569       0.0
3022915 User_1568       0.0
3049694 User_1567       0.0
3049707 User_1564       0.0
3049715 User_1561       0.0
3049743 User_1548       0.0
3049720 User_1560       0.0
3049724 User_1558       0.0
2717554 User_1556       0.0
3022917 User_1555       0.0
3051334 User_1554       0.0
3049731 User_1553       0.0
3022918 User_1551       0.0
3022919 User_1550       0.0
3050090 User_1424       0.0
3022936 User_1420       0.0
3042304 User_1419       0.0
3050496 User_1274       0.0
3050460 User_1285       0.0
3050469 User_1283       0.0
3050471 User_1282       0.0
3050475 User_1281       0.0
3050477 User_1280       0.0
3022903 User_1278       0.0
2578836 User_1276       0.0
3050492 User_1275       0.0
3050502 User_1273       0.0
2607188 User_1287       0.0
3050506 User_1272       0.0
3050509 User_1271       0.0
3050512 User_1270       0.0
3050515 User_1269       0.0
3050521 User_1268       0.0
3050524 User_1267       0.0
2896180 User_1266       0.0
3050530 User_1265       0.0
3050457 User_1286       0.0
3050454 User_1288       0.0
2056054 User_1262       0.0
3050404 User_1303       0.0
3235921 User_1311       0.0
3050391 User_1310       0.0
2700395 User_1309       0.0
3050394 User_1308       0.0
3050397 User_1307       0.0
2736446 User_1306       0.0
3022951 User_1305       0.0
2700401 User_1304       0.0
3050408 User_1302       0.0
3050448 User_1290       0.0
3050416 User_1301       0.0
3050425 User_1299       0.0
3050428 User_1298       0.0
2938563 User_1297       0.0
3022952 User_1296       0.0
2700408 User_1294       0.0
3050437 User_1292       0.0
3050444 User_1291       0.0
3050537 User_1264       0.0
3050549 User_1261       0.0
3050379 User_1313       0.0
3022961 User_1224       0.0
3050644 User_1233       0.0
3050648 User_1232       0.0
3050657 User_1231       0.0
3050669 User_1230       0.0
3050674 User_1229       0.0
2700449 User_1228       0.0
3050683 User_1226       0.0
3050687 User_1225       0.0
2697958 User_1223       0.0
3050636 User_1235       0.0
3050966 User_1222       0.0
3050696 User_1220       0.0
3050698 User_1219       0.0
3050704 User_1216       0.0
1406632 User_1213       0.0
2736528 User_1212       0.0
3050712 User_1211       0.0
3050716 User_1209       0.0
3022957 User_1234       0.0
3050623 User_1237       0.0
3050552 User_1260       0.0
1862840 User_1249       0.0
3049004 User_1259       0.0
3050555 User_1258       0.0
3050389  User_875       0.0
3050562 User_1256       0.0
3050568 User_1255       0.0
3050571 User_1254       0.0
3050583 User_1252       0.0
3050587 User_1251       0.0
3050591 User_1248       0.0
3050619 User_1238       0.0
3050595 User_1247       0.0
2700433 User_1246       0.0
3050599 User_1245       0.0
1239905 User_1244       0.0
3050603 User_1243       0.0
3050607 User_1242       0.0
3050611 User_1241       0.0
3050615 User_1240       0.0
3050385 User_1312       0.0
3041125 User_1314       0.0
3050103 User_1418       0.0
3050202 User_1376       0.0
3050173 User_1387       0.0
3079590 User_1386       0.0
3050176 User_1385       0.0
3050181 User_1384       0.0
3050184 User_1383       0.0
1522759 User_1381       0.0
3050193 User_1379       0.0
3050199 User_1377       0.0
3050205 User_1375       0.0
3050168 User_1390       0.0
3050208 User_1374       0.0
3022898 User_1373       0.0
2846906 User_1372       0.0
3050217 User_1371       0.0
3022944 User_1370       0.0
3050219 User_1369       0.0
3050222 User_1368       0.0
3050228 User_1367       0.0
3022942 User_1388       0.0
3050165 User_1391       0.0
3050235 User_1365       0.0
3022938 User_1405       0.0
2832385 User_1417       0.0
3050107 User_1416       0.0
3050113 User_1414       0.0
2299803 User_1412       0.0
3050118 User_1411       0.0
3022937 User_1410       0.0
3050124 User_1408       0.0
2736521 User_1406       0.0
3050133 User_1404       0.0
3050159 User_1392       0.0
2700335 User_1403       0.0
3050136 User_1402       0.0
3050144 User_1401       0.0
3022939 User_1400       0.0
2700339 User_1399       0.0
3022940 User_1397       0.0
3050153 User_1395       0.0
3050156 User_1394       0.0
2700360 User_1366       0.0
3050238 User_1364       0.0
3050373 User_1315       0.0
3050334 User_1326       0.0
3227984 User_1335       0.0
3223396 User_1334       0.0
3050313 User_1333       0.0
3050316 User_1332       0.0
3050319 User_1331       0.0
3050323 User_1330       0.0
2736404 User_1329       0.0
3050328 User_1328       0.0
3050340 User_1324       0.0
3022948 User_1338       0.0
3050343 User_1323       0.0
3022949 User_1322       0.0
3050349 User_1321       0.0
3050352 User_1320       0.0
3050362 User_1319       0.0
3050368 User_1318       0.0
3050370 User_1317       0.0
1487743 User_1316       0.0
3050307 User_1337       0.0
3230003 User_1339       0.0
3050241 User_1362       0.0
3022945 User_1351       0.0
2501310 User_1360       0.0
3050246 User_1359       0.0
3050249 User_1358       0.0
3050252 User_1357       0.0
3050258 User_1356       0.0
3050261 User_1355       0.0
3050265 User_1354       0.0
3050274 User_1352       0.0
2736464 User_1349       0.0
3050304 User_1340       0.0
3050277 User_1348       0.0
3050280 User_1347       0.0
1522598 User_1346       0.0
3050286 User_1345       0.0
3050289 User_1344       0.0
3050292 User_1343       0.0
3050295 User_1342       0.0
3050298 User_1341       0.0
3050386  User_876       0.0
3050561  User_810       0.0
3050393  User_874       0.0
2867883  User_433       0.0
3050483  User_298       0.0
3050486  User_297       0.0
3050488  User_296       0.0
2701311  User_295       0.0
3050491  User_294       0.0
3050497  User_292       0.0
3033472  User_291       0.0
3050505  User_289       0.0
3050508  User_288       0.0
3023081  User_286       0.0
3050514  User_285       0.0
3050520  User_283       0.0
3023082  User_282       0.0
2998062  User_281       0.0
3050526  User_280       0.0
3050529  User_279       0.0
3045739  User_276       0.0
3050541  User_275       0.0
 680233  User_274       0.0
3050481  User_299       0.0
3050476  User_300       0.0
3050474  User_301       0.0
2701024  User_315       0.0
3050403  User_325       0.0
3050409  User_322       0.0
3050412  User_321       0.0
3050415  User_320       0.0
3050495  User_319       0.0
3023078  User_318       0.0
3050417  User_317       0.0
3050420  User_316       0.0
3050432  User_313       0.0
3023080  User_302       0.0
3050435  User_312       0.0
3050446  User_311       0.0
3023079  User_309       0.0
2701029  User_308       0.0
3050459  User_307       0.0
2701030  User_306       0.0
3050462  User_305       0.0
3050465  User_304       0.0
1553881  User_272       0.0
3023086  User_268       0.0
3050550  User_267       0.0
3050649  User_228       0.0
3050622  User_237       0.0
3050626  User_236       0.0
3050630  User_235       0.0
2883206  User_234       0.0
3050633  User_233       0.0
3050637  User_231       0.0
3050641  User_230       0.0
3050645  User_229       0.0
3050656  User_226       0.0
3050613  User_239       0.0
3050660  User_225       0.0
3050668  User_224       0.0
3050671  User_223       0.0
3050676  User_222       0.0
3050681  User_221       0.0
3050684  User_220       0.0
3050694  User_218       0.0
1522393  User_217       0.0
3050618  User_238       0.0
2698815  User_240       0.0
3023087  User_266       0.0
3050578  User_254       0.0
3050553  User_264       0.0
2701059  User_263       0.0
3023089  User_261       0.0
3050556  User_260       0.0
2701062  User_259       0.0
3050557  User_258       0.0
3023090  User_256       0.0
3050574  User_255       0.0
3022896  User_252       0.0
3050608  User_241       0.0
3050586  User_251       0.0
3023093  User_249       0.0
3023094  User_248       0.0
2374170  User_247       0.0
3050597  User_245       0.0
3050602  User_244       0.0
3023095  User_243       0.0
3050605  User_242       0.0
3023075  User_326       0.0
3050401  User_327       0.0
2970396  User_328       0.0
3050234  User_393       0.0
3050210  User_402       0.0
3050213  User_401       0.0
2700968  User_400       0.0
3050216  User_399       0.0
3050226  User_398       0.0
3023068  User_396       0.0
3023069  User_395       0.0
3050231  User_394       0.0
3050237  User_392       0.0
3022904  User_404       0.0
3050240  User_391       0.0
3050244  User_390       0.0
3050256  User_387       0.0
3050262  User_385       0.0
3050264  User_384       0.0
3050267  User_383       0.0
3050269  User_382       0.0
3050272  User_381       0.0
3050207  User_403       0.0
3050201  User_405       0.0
3050278  User_379       0.0
3220144  User_418       0.0
3023063  User_429       0.0
3050125  User_428       0.0
3050131  User_426       0.0
3050134  User_425       0.0
3050137  User_424       0.0
3050148  User_423       0.0
3117247  User_421       0.0
3050160  User_419       0.0
3050166  User_416       0.0
3050197  User_406       0.0
3050172  User_415       0.0
3050175  User_414       0.0
3050179  User_413       0.0
3050182  User_412       0.0
3023066  User_410       0.0
3050188  User_409       0.0
3050191  User_408       0.0
3050194  User_407       0.0
3050275  User_380       0.0
1299359  User_378       0.0
3050395  User_329       0.0
1376325  User_341       0.0
3050342  User_350       0.0
3050347  User_349       0.0
2863501  User_348       0.0
3050350  User_347       0.0
3050353  User_346       0.0
3050357  User_345       0.0
3050360  User_344       0.0
3050363  User_343       0.0
3234231  User_340       0.0
3050335  User_352       0.0
3050369  User_339       0.0
1995788  User_338       0.0
3023074  User_336       0.0
3050375  User_335       0.0
3050378  User_334       0.0
3050387  User_332       0.0
3050390  User_331       0.0
3050392  User_330       0.0
3050338  User_351       0.0
1082437  User_353       0.0
3050281  User_377       0.0
3023073  User_365       0.0
3339294  User_376       0.0
2700988  User_374       0.0
3023072  User_372       0.0
1523104  User_371       0.0
3050296  User_369       0.0
3050162  User_368       0.0
3050299  User_367       0.0
3050302  User_366       0.0
3050305  User_364       0.0
3050332  User_354       0.0
3050308  User_363       0.0
3050311  User_362       0.0
3050317  User_361       0.0
3050320  User_360       0.0
1454596  User_359       0.0
3050322  User_358       0.0
3050325  User_357       0.0
3050329  User_355       0.0
3050439  User_214       0.0
3050711  User_213       0.0
3050715  User_212       0.0
1368618   User_64       0.0
3051088   User_73       0.0
3051091   User_72       0.0
3051097   User_70       0.0
3051099   User_69       0.0
2701173   User_68       0.0
3051101   User_67       0.0
3051103   User_66       0.0
3051105   User_65       0.0
3051109   User_63       0.0
3051078   User_75       0.0
3086419   User_62       0.0
3051119   User_59       0.0
3051125   User_56       0.0
3051127   User_55       0.0
3051130   User_54       0.0
3023113   User_53       0.0
 348850   User_52       0.0
 429793   User_51       0.0
3051086   User_74       0.0
3051075   User_76       0.0
3051137   User_49       0.0
3051042   User_90       0.0
3023108  User_102       0.0
3051018  User_101       0.0
3051025   User_98       0.0
3051030   User_96       0.0
2736407   User_95       0.0
3051033   User_94       0.0
3051036   User_93       0.0
3023109   User_91       0.0
3051045   User_89       0.0
3197141   User_77       0.0
2736557   User_87       0.0
3051048   User_86       0.0
3051050   User_85       0.0
3051053   User_84       0.0
3051063   User_81       0.0
3051069   User_80       0.0
3051072   User_79       0.0
3023111   User_78       0.0
3051135   User_50       0.0
3051139   User_48       0.0
3051009  User_106       0.0
3051200   User_11       0.0
3051186   User_20       0.0
3051188   User_19       0.0
3051190   User_18       0.0
3051192   User_16       0.0
3051194   User_15       0.0
3022899   User_14       0.0
3051196   User_13       0.0
3051198   User_12       0.0
3051202   User_10       0.0
3051174   User_23       0.0
3051208    User_9       0.0
3051210    User_8       0.0
3051212    User_7       0.0
3051213    User_6       0.0
3051215    User_5       0.0
  30996    User_4       0.0
  64123    User_3       0.0
    144    User_2       0.0
3051180   User_22       0.0
3051172   User_24       0.0
3051141   User_47       0.0
3051158   User_35       0.0
3051143   User_45       0.0
3051145   User_44       0.0
3051147   User_43       0.0
3023115   User_42       0.0
3051151   User_40       0.0
3051153   User_39       0.0
3339200   User_38       0.0
3051156   User_36       0.0
3023116   User_34       0.0
3124672   User_25       0.0
3051160   User_33       0.0
3051162   User_32       0.0
3051164   User_31       0.0
3051166   User_30       0.0
2869631   User_29       0.0
3051168   User_28       0.0
2458428   User_27       0.0
3051170   User_26       0.0
3051014  User_103       0.0
3051004  User_107       0.0
3050731  User_209       0.0
3050834  User_174       0.0
3050819  User_183       0.0
2701102  User_182       0.0
3050062  User_181       0.0
3050823  User_180       0.0
3023100  User_179       0.0
2727921  User_178       0.0
3050827  User_177       0.0
3050831  User_176       0.0
3050838  User_173       0.0
3050811  User_186       0.0
3050842  User_172       0.0
3049735  User_171       0.0
2705897  User_170       0.0
2736485  User_169       0.0
3050846  User_168       0.0
3023102  User_167       0.0
