,Student ID,Username,Grade,Grade percent,Упражнение 1 1: Упражнение 1.1,Упражнение 1 2: Упражнение 1.2,Упражнение 1 3: Упражнение 1.3,Упражнение 1 4: Упражнение 1.4,Упражнение 1 (Avg),Упражнение 2 1: Упражнение 2.1,Упражнение 2 2: Упражнение 2.2,Упражнение 2 (Avg),Упражнение 3 1: Упражнение 3.1,Упражнение 3 2: Упражнение 3.2,Упражнение 3 3: Упражнение 3.3,Упражнение 3 (Avg),Упражнение 4 1: Упражнение 4.1,Упражнение 4 2: Упражнение 4.2,Упражнение 4 3: Упражнение 4.3,Упражнение 4 (Avg),Упражнение 5 1: Упражнение 5.1,Упражнение 5 2: Упражнение 5.2,Упражнение 5 (Avg),Рубежный контроль 1: Рубежное тестирование (попытка 1),Рубежный контроль 2: Рубежное тестирование (попытка 2),Рубежный контроль 3: Рубежное тестирование (ППА),Рубежный контроль 4: Рубежное тестирование (ППА2),Рубежный контроль 5: Рубежное тестирование (очно),Рубежный контроль (Avg),Упражнение 6.1 1: Упражнение 6.1 (Python),Упражнение 6.1 2: Упражнение 6.1 (Excel),Упражнение 6.1 (Avg),Упражнение 6.2,Упражнение 7,Упражнение 8,Упражнение 9,Упражнение 10,Зачет 1: Итоговый зачет,Зачет 2: Итоговый зачет (ППА),Зачет 3: Итоговый зачет (ППА2),Зачет 4: Итоговый зачет - очный,Зачет (Avg),Cohort Name,Enrollment Track,Verification Status,Certificate Eligible,Certificate Delivered,Certificate Type,Enrollment Status
18,3051190,User_18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not Available,Not Available,Not Available,Not Available,Not Available,0.0,Not Available,Not Available,0.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.0,Verified Группа по умолчанию,verified,Not ID Verified,N,N,,enrolled
19,3051188,User_19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not Available,Not Available,Not Available,Not Available,Not Available,0.0,Not Available,Not Available,0.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.0,Verified Группа по умолчанию,verified,Not ID Verified,N,N,,enrolled
20,3051186,User_20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not Available,Not Available,Not Available,Not Available,Not Available,0.0,Not Available,Not Available,0.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.0,Verified Группа по умолчанию,verified,Not ID Verified,N,N,,enrolled
21,3051182,User_21,0.07,7.000000000000001,1.0,1.0,1.0,1.0,0.06,0.25,0.0,0.0075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not Available,Not Available,Not Available,Not Available,Not Available,0.0,Not Available,Not Available,0.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.0,Verified Группа по умолчанию,verified,Not ID Verified,N,N,,enrolled
22,3051180,User_22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not Available,Not Available,Not Available,Not Available,Not Available,0.0,Not Available,Not Available,0.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.0,Verified Группа по умолчанию,verified,Not ID Verified,N,N,,enrolled
23,3051174,User_23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not Available,Not Available,Not Available,Not Available,Not Available,0.0,Not Available,Not Available,0.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.0,Verified Группа по умолчанию,verified,Not ID Verified,N,N,,enrolled
24,3051172,User_24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not Available,Not Available,Not Available,Not Available,Not Available,0.0,Not Available,Not Available,0.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.0,Verified Группа по умолчанию,verified,Not ID Verified,N,N,,enrolled
25,3124672,User_25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not Available,Not Available,Not Available,Not Available,Not Available,0.0,Not Available,Not Available,0.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.0,Verified Группа по умолчанию,verified,Not ID Verified,N,N,,enrolled
26,3051170,User_26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not Available,Not Available,Not Available,Not Available,Not Available,0.0,Not Available,Not Available,0.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.0,Verified Группа по умолчанию,verified,Not ID Verified,N,N,,enrolled
27,2458428,User_27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not Available,Not Available,Not Available,Not Available,Not Available,0.0,Not Available,Not Available,0.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.0,Verified Группа по умолчанию,verified,Not ID Verified,N,N,,enrolled
28,3051168,User_28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not Available,Not Available,Not Available,Not Available,Not Available,0.0,Not Available,Not Available,0.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.0,Verified Группа по умолчанию,verified,Not ID Verified,N,N,,enrolled
29,2869631,User_29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not Available,Not Available,Not Available,Not Available,Not Available,0.0,Not Available,Not Available,0.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.0,Verified Группа по умолчанию,verified,Not ID Verified,N,N,,enrolled
30,3051166,User_30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not Available,Not Available,Not Available,Not Available,Not Available,0.0,Not Available,Not Available,0.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.0,Verified Группа по умолчанию,verified,Not ID Verified,N,N,,enrolled
31,3051164,User_31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not Available,Not Available,Not Available,Not Available,Not Available,0.0,Not Available,Not Available,0.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.0,Verified Группа по умолчанию,verified,Not ID Verified,N,N,,enrolled
32,3051162,User_32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not Available,Not Available,Not Available,Not Available,Not Available,0.0,Not Available,Not Available,0.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.0,Verified Группа по умолчанию,verified,Not ID Verified,N,N,,enrolled
33,3051160,User_33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not Available,Not Available,Not Available,Not Available,Not Available,0.0,Not Available,Not Available,0.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.0,Verified Группа по умолчанию,verified,Not ID Verified,N,N,,enrolled
34,3023116,User_34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not Available,Not Available,Not Available,Not Available,Not Available,0.0,Not Available,Not Available,0.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.0,Verified Группа по умолчанию,verified,Not ID Verified,N,N,,enrolled
35,3051158,User_35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not Available,Not Available,Not Available,Not Available,Not Available,0.0,Not Available,Not Available,0.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.0,Verified Группа по умолчанию,verified,Not ID Verified,N,N,,enrolled
36,3051156,User_36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not Available,Not Available,Not Available,Not Available,Not Available,0.0,Not Available,Not Available,0.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.0,Verified Группа по умолчанию,verified,Not ID Verified,N,N,,enrolled
37,3051154,User_37,0.04,4.0,1.0,1.0,0.5,0.0,0.0375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not Available,Not Available,Not Available,Not Available,Not Available,0.0,Not Available,Not Available,0.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.0,Verified Группа по умолчанию,verified,Not ID Verified,N,N,,enrolled
38,3339200,User_38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not Available,Not Available,Not Available,Not Available,Not Available,0.0,Not Available,Not Available,0.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.0,Verified Группа по умолчанию,verified,Not ID Verified,N,N,,enrolled
39,3051153,User_39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not Available,Not Available,Not Available,Not Available,Not Available,0.0,Not Available,Not Available,0.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.0,Verified Группа по умолчанию,verified,Not ID Verified,N,N,,enrolled
40,3051151,User_40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not Available,Not Available,Not Available,Not Available,Not Available,0.0,Not Available,Not Available,0.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.0,Verified Группа по умолчанию,verified,Not ID Verified,N,N,,enrolled
41,3051149,User_41,0.3,30.0,1.0,1.0,1.0,1.0,0.06,1.0,1.0,0.06,1.0,1.0,1.0,0.06,1.0,1.0,1.0,0.06,1.0,1.0,0.06,Not Available,Not Available,Not Available,Not Available,Not Available,0.0,Not Available,Not Available,0.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.0,Verified Группа по умолчанию,verified,Not ID Verified,N,N,,enrolled
42,3023115,User_42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not Available,Not Available,Not Available,Not Available,Not Available,0.0,Not Available,Not Available,0.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.0,Verified Группа по умолчанию,verified,Not ID Verified,N,N,,enrolled
43,3051147,User_43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not Available,Not Available,Not Available,Not Available,Not Available,0.0,Not Available,Not Available,0.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.0,Verified Группа по умолчанию,verified,Not ID Verified,N,N,,enrolled
44,3051145,User_44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not Available,Not Available,Not Available,Not Available,Not Available,0.0,Not Available,Not Available,0.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.0,Verified Группа по умолчанию,verified,Not ID Verified,N,N,,enrolled
45,3051143,User_45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not Available,Not Available,Not Available,Not Available,Not Available,0.0,Not Available,Not Available,0.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.0,Verified Группа по умолчанию,verified,Not ID Verified,N,N,,enrolled
46,2850106,User_46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not Available,Not Available,Not Available,Not Available,Not Available,0.0,Not Available,Not Available,0.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.0,Verified Группа по умолчанию,verified,Not ID Verified,N,N,,enrolled
47,3051141,User_47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not Available,Not Available,Not Available,Not Available,Not Available,0.0,Not Available,Not Available,0.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.0,Verified Группа по умолчанию,verified,Not ID Verified,N,N,,enrolled
48,3051139,User_48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not Available,Not Available,Not Available,Not Available,Not Available,0.0,Not Available,Not Available,0.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.0,Verified Группа по умолчанию,verified,Not ID Verified,N,N,,enrolled
49,3051137,User_49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not Available,Not Available,Not Available,Not Available,Not Available,0.0,Not Available,Not Available,0.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.0,Verified Группа по умолчанию,verified,Not ID Verified,N,N,,enrolled
50,3051135,User_50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not Available,Not Available,Not Available,Not Available,Not Available,0.0,Not Available,Not Available,0.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.0,Verified Группа по умолчанию,verified,Not ID Verified,N,N,,enrolled
51,429793,User_51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not Available,Not Available,Not Available,Not Available,Not Available,0.0,Not Available,Not Available,0.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.0,Verified Группа по умолчанию,verified,Not ID Verified,N,N,,enrolled
52,348850,User_52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not Available,Not Available,Not Available,Not Available,Not Available,0.0,Not Available,Not Available,0.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.0,Verified Группа по умолчанию,verified,Not ID Verified,N,N,,enrolled
53,3023113,User_53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not Available,Not Available,Not Available,Not Available,Not Available,0.0,Not Available,Not Available,0.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.0,Verified Группа по умолчанию,verified,Not ID Verified,N,N,,enrolled
54,3051130,User_54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not Available,Not Available,Not Available,Not Available,Not Available,0.0,Not Available,Not Available,0.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.0,Verified Группа по умолчанию,verified,Not ID Verified,N,N,,enrolled
55,3051127,User_55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not Available,Not Available,Not Available,Not Available,Not Available,0.0,Not Available,Not Available,0.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.0,Verified Группа по умолчанию,verified,Not ID Verified,N,N,,enrolled
56,3051125,User_56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not Available,Not Available,Not Available,Not Available,Not Available,0.0,Not Available,Not Available,0.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.0,Verified Группа по умолчанию,verified,Not ID Verified,N,N,,enrolled
